id,text,label,source
11954,"382 - 405 are the dates I have, under Pope Damasus I.",0,Sarcasm Corpus V2
11955,I think its actually the states job...the judiciary does need to overturn Roe v. Wade to get this done though...which doesn't mean it becomes illegal.,0,Sarcasm Corpus V2
11956,a suicide is a suicide by what ever means emoticon_rolleyes,0,Sarcasm Corpus V2
11957,"I'm not moving the goal posts, this is just your attempt at intellectual dishonesty. Heller was about an individual right protected in the Constitution, Dred Scott wasn't. Therefore these two cases aren't comparable anymore than cotton candy and scrap metal.",0,Sarcasm Corpus V2
11958,"Even if the number of defensive uses is only 800,000 a year, that's still a rate of more than 53 to 1 when compared to the number of homicides committed with a firearm.",0,Sarcasm Corpus V2
11959,To be honest I wouldn't mind too much missing old age...(whenever that starts).,0,Sarcasm Corpus V2
11960,"Well, the 40Ar/39Ar method was used to say that it was 65 mya.This same method was used to date volcanic rock from the Mt. Vesuvius eruption to within 7 years. But the KT boundary was dated using several radiometric methods that all agree to within a couple of million years.Here is where I got that info:http://www.ncseweb.org/resources/rnc...12_30_1899.aspLook at table 2.",0,Sarcasm Corpus V2
11961,"Today's students are tomorrow's scientists. They are unlikely to study something that, if they hear about it at all, they hear about it on a less serious level than they do the happenstance origins of atheist evolution. To reduce ID to other classes like literature or social sciences, etc. (where poetry, fiction, and prehistoric beliefs are the subject matter) is nothing more than a clever, dishonest attempt to belittle it.",0,Sarcasm Corpus V2
11962,But it is OK to teach your religion in public school classrooms? Is that what you mean? What about my religion. Is it OK for me to teach it to your children against your will?,0,Sarcasm Corpus V2
11963,"No. I have a beautiful wife and three grown daughters - I don't wish for no more. (That's Texan for: I have no desire for more.) :p
 
 BTW - Welcome aboard emoticon_xgood",0,Sarcasm Corpus V2
11964,I know what moral relativism is (although you should be aware it has multiple meanings); I don't know what the sentence:,0,Sarcasm Corpus V2
11965,"Mach, your ability to make the wrong argument on the wrong post continues. I ask a question of this person, you reply not to them, but to me, and with ad hominem, and a 'just-so' statement.",0,Sarcasm Corpus V2
11966,"If you don't mind, could you just outline your paradigm please?
 
 and also, when you say you have experience, do you mean in ""real"" debating (HS and College) or just on this and other sites?",0,Sarcasm Corpus V2
11967,"I didn't answer or you didn't understand? Actually I did answer. The knee joint I described is from a bipedal hominid - there is no question about it. The skull, even though I gave it very ape-like features, is from a biped. There are many examples of what I described.",0,Sarcasm Corpus V2
11968,"But even worse, even if there were some unknown mechanism to cause such movement, it would generate heat. The heat generated by the creation of the mountains of the world would be more than enough to reduce the entire surface to molten lava. Add to that the fact that the condensation of the ""vapor canopy"" would release enough heat to boil all of the water on earth. ",0,Sarcasm Corpus V2
11969,"wow... you are bent on harping on creationists arguments at whatever the cost.first of all, you are not even considering that the majority of people are misinformed of what evolution is not because they have creationist motives, but because they go to the dictionary for definitions",0,Sarcasm Corpus V2
11970,"What I've been saying here, and after awhile - the guilt, depression, etc - will get buried, deeper & deeper - but no negative/damaging experiences leave people. They stay quietly in the background-computer base -until, as you said: Hopefully, the person ""finds some way of forgiving themselves"", right. But what about in the mean-time? - And we know, from research & quite a number of Healers, that rot (inside a person) is damaging... and often in very unsuspecting ways.Much better to life benevolently, in the first place.Annie",0,Sarcasm Corpus V2
11971,"OS is so consumed with vitriolic hatred of me he is incapable of realizing that I did not start this thread.
 
 The fellow who started it has been banned for his extreme anti-woman views.
 
 Perhaps OS should be banned for his extreme anti-Simone views.",0,Sarcasm Corpus V2
11972,"To point our an error, i believe the baby was at the infant stage, not the toddler.",0,Sarcasm Corpus V2
11973,The short answer is that it isn't. See the details here: Phil Plait,0,Sarcasm Corpus V2
11974,"Actually, that's your job, since it's already generally assumed that guns don't fuel aggression. You're the one who brought that point up, it's your job.You need unquestionable proof that the mere presence of a gun fuels aggression, and so far, none has been presented to me.",0,Sarcasm Corpus V2
11975,"Well, this gets rather complicated. A very young child does not get to choose his or her adoptive parents. Who decides on who adopts whom depends on the kind of adoption and the policies of the particular adoption system. In private domestic adoption, the birth mother usually gets to decide on who will adopt her baby. The foster care system is organized differently, and international adoption is different still and depends on the country from which the child is being adopted. So it's pretty much impossible to generalize about adoption policies and practices. They vary greatly.The point is that the purpose of adoption is to protect the rights of the child.",0,Sarcasm Corpus V2
11976,"Besides being terribly wrong, that's not evolution and has nothing to do with evolution. Perhaps because you know so little about orbital physics you think that the sun rising and setting is any kind of evidence for the earth orbiting the sun. It isn't. You would have to actually understand a little about it to know that. Nobody, from Copernicus onward, used observations of the revolution of the earth to conclude that the earth was in orbit around the sun.",0,Sarcasm Corpus V2
11977,"interestingly, single-celled organisms and ""simple organisms"" (those with less functionality) look more alike than they do to mammals and other more ""complex"" organisms...",0,Sarcasm Corpus V2
11978,"This whole riff where people talk about preventing employers from firing gays JUST cause they are gay as a ""special right"" is something that seems to fool those who are prejudiced against gays...... but for most people, they recognize it as a propagandic phrasing with little merit.I think our laws should include something that prevents people from firing employees based on the employee's sexual orientation.But to utilize your phrasing Archie, do you think that religion is something that deserves ""special rights""?",0,Sarcasm Corpus V2
11979,"You forgot to fully quote John 8:18. here is the rest: and the Father that sent Me beareth witness of Me. He isn't bearing witness to Himself here. Two witnesses are, one of which is Himself, which is why He said in John 8:17 It is also written in your law, that the testimony of two men is true. John 5:30-32 is saying this exact same thing. ",0,Sarcasm Corpus V2
11980,"So much for choice. Obama's little socialist minions want to use the tax system to collect healthcare premiums if you don't comply. After all, getting employers to collect income taxes before you even see your money has worked for these leeches in the pas",0,Sarcasm Corpus V2
11981,"Can you please provide a cite in the Constitution that supports the notion that a Supreme Court Justice nominee has the power to declare that any case is ""settled law"" and the subsequent power to make it so?
 
 I didn't think so.",0,Sarcasm Corpus V2
11982,"Consciousness is created (in my view) by the brain - but I guess it could be described as non-material in the sense that the certainty of its detection is a subjective event. I know that the activity of brain ""waves"" can be monitored, but the stream of consciousness that they give rise to is entirely interior to the mental environment.",0,Sarcasm Corpus V2
11983,"Because everyone is equal in the eyes of the law, and rightly so. As for moral standing, you see no problem with equating his immoral behaviour with your own response. Most would.",0,Sarcasm Corpus V2
11984,"The other forest does not photosynthesize all year round, the other forest is also in just as much danger as the rainforest. For some reason, radical environmentalists choose to place undue emphasis on the de-forestation of rainforest rather than global forest as a whole.",0,Sarcasm Corpus V2
11985,"No. It doesn't refer to ""advances"" of life over time at all. It refers to changes of life over time. To call any of those changes ""advances"" is subjective.",0,Sarcasm Corpus V2
11986,"How does being poor limit your responsibility to protect yourself? I know a poor woman who has 10 kids just hoping that one day she would find a man that would be willing to help raise the rest. Also, what do you mean by ""less fortunate? It never happened but she kept having kid after kid and hoping it would. Should she be excused for her behavior because she is poor? No, she kept going to BARS looking for good men. Bad choices = bad outcome. Do you think that this is proof that abortion is necessary? Nope, abortion IS NOT the answer in cases like this, only responsibility can solve the problem. The bad thing is that only one of the men do anything for the children and he doesn't do enough. She has never filed for child support and the kids are almost never disciplined. ",0,Sarcasm Corpus V2
11987,"Responding to the question in the topic, I tend to use the case of Baby Fae.
 
 Freethoughtradio also has short blurbs called ""What's the Harm?"" that gives some examples of ""the natural harm caused by supernatural belief.""",0,Sarcasm Corpus V2
11988,"That's certainly your right, but supersport is interested in hawking a religious agenda, not a scientific one. He may want it disguised as a scientific one, but a perusal of his posts here bely that desire.",0,Sarcasm Corpus V2
11989,And think of what other animals have built (and for an actual purpose). Take a look at a bee hive. It's so complex and so perfect for them. They built that. An ant hill is at least 20 times the size of an ant. That's 120 feet for us (for a 6 foot person).,0,Sarcasm Corpus V2
11990,"How do you know square circles do not exist? Modern man could've named a square circle something different than it is. Ancient man could've called an object a square circle. For a question like that, you would have to search the universe to be 100% sure square circles do not exist. ",0,Sarcasm Corpus V2
11991,That distinction may be irrelevant since they do say that no god that any religious person believes in exists. And that is what I was getting at originaly. Still I think that the idea that the existence of all religious gods can be ultimately refuted based on the logic you bring up is invalid.,0,Sarcasm Corpus V2
11992,"So it's just as we've said: registration can and does lead to confiscation down the line. And now we have further proof that we're right about what we say.Government gets the weapon registered, then they can, at any time and for any reason, demand it be surrendered to the authorities or else punishment will be administered.",0,Sarcasm Corpus V2
11993,"Almost all did. In fact, probably all that you are aware of did. Even the energy in the steak that you eat came from the sun ultimately. The thing is that evolution seems to have resulted in an organism to take advantage of almost every form of available energy. And what energy is left by ""higher"" animals is used by others - insects, microbes - until there is little usable energy left. That even goes so far that there are some organisms that get their energy from geothermal sources - no light involved.",0,Sarcasm Corpus V2
11994,"I know that sometimes when a woman is on the pill, and they happen to get pregnant anyways, it will cause you to miscarry (not always, but sometimes). Usually it happens very early in the pregnancy before they realize they are even pregnant. But I don't know if I would call that abortion as in the way the term is normally used, because the woman isn't terminating the pregnancy on purpose, although miscarriage is called 'spontanious abortion'.. I also remember hearing from a friend of mine, who is Catholic, that in her church any type of birth control is considered wrong.. I'm not sure on that though, since I'm not Catholic myself.",0,Sarcasm Corpus V2
11995,"Well, there's plenty of scientific evidence about fetal development, such that we can confidently say no ""person"" is established up to a certain stage in a pregnancy.I think the decision should be up to the woman, as under U.S. law. Between her and her doctor, whoever else she freely chooses to share with. I think, at some point, in a normally developing pregnancy, a very fuzzy looking line is crossed. But that's why we have state regulations during the third trimester.IMO, Latin American countries, until this day, are unduly under the influence of the Church, superstition and ignorance.",0,Sarcasm Corpus V2
11996,"Actually it's funny. Mice deprived of THC (it naturally occurs in the brain) are smarter than regular mice, but die much earlier. Not because of cancer, but of ""natural"" causes. It wouldn't be hugely surprising if THC supplements made you live longer, albeit at a lower level of intelligence, even if the smoking aspect of taking it had negative effects that counterbalanced that.",0,Sarcasm Corpus V2
11997,"And like the ""chicken and egg"" question, where the answer is ""a bird other than a chicken"", so the answer to your little riddle is likely to be: RNA.",0,Sarcasm Corpus V2
11998,"I think this is a bad way to put it...the evidence that they earth has been warming since we have had the ability to measure temperature is overwhelming...the cause is unknown and whether or not it is natural is unknown. It does seem fairly narasistic to think in 100 years we have caused so much damage to an earth that at least has been here 10,000 years.",0,Sarcasm Corpus V2
11999,"I can see what you are saying. It's pretty much true...being a Jewish homosexual, I know it first hand. But just for once, couldn't they pick on somebody else?It seems almost like a bully tactic for the Christian heterosexuals who are against same sex marriages to pick on someone who doesn't have a legal leg to stand on...that's sad.",0,Sarcasm Corpus V2
12000,This coming from the person that makes insane claims without providing evidence. Atleast provide some when asked!,0,Sarcasm Corpus V2
12001,"Each side tries to support their own worldview. There are two positions, and sides are chosen. It's human nature.",0,Sarcasm Corpus V2
12002,"Lots of luck on getting any kind of intelligent reply.
 
 Have you read the John Woodmorappe book on the ark?",0,Sarcasm Corpus V2
12003,Well then move out of the rough areas. Stop staying in them like some battered spouse who can't seem to break the cycle of abuse and leave their partner.Stop whining about how bad life is because there are guns in America. Imagine how much better if would be if the drug dealers and mass murderers weren't allowed to walk the streets as if they owned them.,0,Sarcasm Corpus V2
12004,"And you know what? No amount of epigenetic change is going to turn a fruitfly embryo into a human. One of the reasons they are different, and subject to different epigenetic regimes, is because despite genetic homologies (which evolutionary theory predicts), their genomes are significantly different. They have some different genes, in different quantities, and in different arrangements, and that is critical. Epigenetics alone can't take one species and turn it into another, so far as anyone knows. It takes genomic restructuring, and that happens only through genetic mutation.",0,Sarcasm Corpus V2
12005,No contradiction; the Permian extinction was the most severe in history and noted as such in the page linked.,0,Sarcasm Corpus V2
12006,"I think you can forget about God the super ""engineer"" on this one: your final question contains a necessary and sufficient condition to explain the case.",0,Sarcasm Corpus V2
12007,"Not by any means. Evolution works on genetic change that future generations will inherit. Adaptation does no such thing. It changes an individual, but not its genes.For example, if my parents volunteered to be part of a scientific experiment where they two additional arms fused onto their body before I was ever conceived, I would not be born with two extra arms.On the other hand, if a genetic mutation made it advantageous to have two additional arms, and both my parents had that mutation, I would be born with both arms.",0,Sarcasm Corpus V2
12008,"No. Unless you wish to actually undertake the study of the relevant science, that's what you need to do. Creationists do the same thing. the problem is that creationists tend to accept the word of those who aren't any more educated than they are. Thus, a creationist will accept Hovind's dust on the moon argument or his shrinking sun argument as ""proof"" of a young earth.",0,Sarcasm Corpus V2
12009,"How do you define evolution? If you don't see any, then you aren't using the definition used by evolutionary biologists. The question is who should define the vocabulary of evolutionary biologist, evolutionary biologists or creationists?",0,Sarcasm Corpus V2
12010,"You must be assuming that the entire story is true. Again, how can anyone possibly answer this?",0,Sarcasm Corpus V2
12011,But you just said that the program was designed. You seem to be having trouble making up your mind.,0,Sarcasm Corpus V2
12012,But there were not always laws on the books that prevented these things. I was presenting a hypothetical situation in which those laws are not already on the books. The situtation was intended to show only that a ruling allowing same-sex marriage would not have to cost companies a dime.,0,Sarcasm Corpus V2
12013,"False. Beneficial mutations in bacteria have been observed in the lab. Far from wrecking the system, they allowed the system to continue to live while those without the mutations died: the mutations improved the system's ability to survive and perpetuate itself.",0,Sarcasm Corpus V2
12014,"I think that you missed the point of the argument. VT is arguing that the low birth rate in the West is attributable to high abortion rates and the high birth rates amongst Arabs creates a numbers game in favor of the Arabs. Since they respect life (their own, that is) more than the West, their numbers are growing much quicker, while our lack of respect for human life is causing the gap to widen.",0,Sarcasm Corpus V2
12015,Because there are people who are trying to deny the theory of evolution it's place as a vital part of public school's biology curriculum.,0,Sarcasm Corpus V2
12016,The human collective is the authority. One major advantage of this authority over a theistic one is that it actually exists.,0,Sarcasm Corpus V2
12017,"Actually, as long as any group is not breaking laws, their ownership of guns is legal. The KKK can even own guns as long as the KKK is abiding by the law. I noticed Brady refered to the KKK as a mob, I get the picture Brady thinks that if gun owners gather for whatever the reason, that we are mobs as well, but when his side gathers they are an organization. And no Brady, I dont belong to or associate with hate groups.",0,Sarcasm Corpus V2
12018,"We don't know for sure. Traditionally thought to be Homer but is probably from oral tradition. Single authorship itself is disputed. Beyond that, I don't know much about it.
 
 What is your point in asking this question?",0,Sarcasm Corpus V2
12019,How does anyone deny someone the right to believe something? I don't understand what you're saying.,0,Sarcasm Corpus V2
12020,Then how exactly did a time capsule that was buried several feet underground get to the surface at the same rate as the surrounding area?,0,Sarcasm Corpus V2
12021,"We've covered that: zoos do not include predators or prey in those environments. And even if they didn't document minor phenotypic changes, they would surely notice a porcupine being born with no quills, or a tortoise with no shell!",0,Sarcasm Corpus V2
12022,"Well yes, but thats not what DEFECTIVE GULO indicates. If one has external sources of vitamin C, GULO can mutate to be inactive without causing a problem, and once inactive the inactive gene can be inherited without causing problems so long as vitamin C intake is high enough. An inactive GULO indicates that the species has external sources of vitamin C which is essential to many metabolic processes.",0,Sarcasm Corpus V2
12023,"ah, but why do you use the word concept for both evolution and intelligent design? Evolution is a theory that has been studied, given evidence, and offered up for peer review. Intelligent design is simply a concept, a single belief. Evolution is a theory that can be backed up and the world can benefit from it. How can the world benefit from a simple statement that there is an intelligent designer. This has absolutely no application to the natural world today.",0,Sarcasm Corpus V2
12024,"As Kronus explained, there are an infinite number of ""colors,"" because ""color"" is a function of wavelength.",0,Sarcasm Corpus V2
12025,"Yes, T. Kennedy is the alias of a known terrorist, and Ted Kennedy got punished because of it. And many are advocating that such a system be used to deny Second Amendment rights and be used to try innocent people in a court of law.",0,Sarcasm Corpus V2
12026,And that's what I'm talking about. It doesn't have to have been 'explained' to me. I already know that's your view.,0,Sarcasm Corpus V2
12027,"Steve - its not about qualifications - its about impact. Women are the ones who get pregnant, we should have more authority in the matter.",0,Sarcasm Corpus V2
12028,Bad comparisons. A fair comparison would be comparing the total number of defensive gun uses to the total number of gun crimes (not just limiting it to gun homicides).,0,Sarcasm Corpus V2
12029,"They originally might have been an arbitrary guess, but experience of all humans always has given them a very high probability of being true (at least the existence of the outside world, the others are abstract logical concepts that don't have a physical reality, just an abstract one).",0,Sarcasm Corpus V2
12030,"They didn't take? That's weird cuz they work for me just fine. Maybe if you copy them and paste them directly into google and click enter, you'll get to them because they are good links. Give it a shot and good luck. emoticon_xgood",0,Sarcasm Corpus V2
12031,"Well, yes. Eleven years is quite swift, but it actually supports the theory of evolution through natural selection. The estimates of the speed of evolution that you seem to be depending on were done by George Gaylord Simpson way back in the 1940s or 1950s. Since then, we have observed fruit flies, as well as other specimens, to evolve quite rapidly, showing significant evolution in only a decade or so. More recently, however, scientists have been able to observe evolution in natural settings and have found that it can sometimes be quite rapid when environmental change is rapid. Besides the studies that Reznick did on guppies, there are also the studies of the Galapagos finches by the grants, and studies of anole lizards in the Bahamas. These are observable phenotypical changes, not speciation events.",0,Sarcasm Corpus V2
12032,"It is the same as you saying ""you can't know anything of the unknowable""",0,Sarcasm Corpus V2
12033,"Well, viability now is around 23-25 weeks gestation and really is based on weight more than age. Howeverm the past push towards heroic intervention is now tempered by the rather horrific disabilities and complications seen at the younger age",0,Sarcasm Corpus V2
12034,"We don't need another one that does the same thing, and can put an honest gun owner in a jam. This is after all as Nato 556 points out, a due process violation.
   Don't lie for the other guy. National Sports Shooting Foundation campaign.",0,Sarcasm Corpus V2
12035,I think you have your image of an assault weapon slightly skewed. an assault weapon by its very name is a weapon designed to harm another human. this does not mean full auto it just means that it was never designed to be a target/hunting/self defense weapon.,0,Sarcasm Corpus V2
12036,"But it does restrict criminal access to such items. And it has nothing to do with Tyranny. If a government feels that a certain measure will protect its people and society at the cost of restricting an item that is dangerous I can understand it. It is not tyranny, it is a government doing what it is supposed to. Again I personally disagree with the decision, but I do not believe it is anybodys 'right' to own a weapon nor do I equate such restrictions with extreme forms of government.",0,Sarcasm Corpus V2
12037,How would you know about who winds up dead more? You don't prove anything either.,0,Sarcasm Corpus V2
12038,"Well, it happens in virtually every thread.Some disagreements are between individuals of essentially the same basic system [Protestant Christian vs Protestant Christian], [atheist rationalist vs atheist rationalist]. Many disagreements are between individual of differing belief systems. In such cases the individuals often use the same word to mean two different things.What is evidence? Well, that will depend on your core belief system. Sacred writings may be excellent evidence for your belief system, but when you say the Qu'ran proves an issue, the Christian says Thats not evidence!.One side tries to convince the other side that their core beliefs are incorrect, so they really have no evidence for their position.",0,Sarcasm Corpus V2
12039,"That's not evidence, that's an assertion. As for my dogs (cats), yes. They do put on a winter coat in the much warmer winter climate than Arizona in which I live. So I return to my original question, on what evidence do you base your claim that an arctic fox would not change color in the winter in Arizona?",0,Sarcasm Corpus V2
12040,"Yea I know that, but there is no ""abortion"" pill that will terminate a fetus.",0,Sarcasm Corpus V2
12041,"The egyptians predicted his birth, death, WWI, WWII, and they have predict the supposed end of the world. Are you saying that this religion was wrong? They predicted a lot more that I have not put that have come true.",0,Sarcasm Corpus V2
12042,"True, but the one after this one will be. I think many sane people see the writing on the wall which shows this health care bill only gives you the costs of the current US system with the defects of a universal system. I'm not much for conspiracy theories but if I were I'd think the government was purposely driving health care off a cliff to get universal care in place. ",0,Sarcasm Corpus V2
12043,"If a woman likes pregnancy, that is her preference.
 
 If a woman hates pregnancy, that is also her preference.
 
 Simple as that.",0,Sarcasm Corpus V2
12044,"Felony possession of a firearm is five years in prison. Gun trafficking is ten years per gun. Murder brings the death penalty. None of these punishments are handed down for the crimes that get committed.
 
 It's a matter of quantity over quality.",0,Sarcasm Corpus V2
12045,"That's probably true. Creationists believe that theories are ad hoc stories. Creationist have been raised to know the answers before they have asked the questions. Thus, any assertion that supports the ""theory"" is considered valid evidence, even though there is no evidence to support the assertion and even though plain logic and real science show the assertion to be nonsense.",0,Sarcasm Corpus V2
12046,I think our culture is going to play a big role in this as well. I think that is where the majority of this problem lies.,0,Sarcasm Corpus V2
12047,"Actually, the process of fossilisation is not slow and can be done relatively quickly. All what you need is for sediments to quickly cover a dead (or an alive body - as what would have happened to Noah's Flood) and hence, fossilsation can occur rapidly; evolutionarly speaking, fossils take millions of years to fossilise a bone, but unless the bone is covered by sediments quickly, the bone will never fossilise. ",0,Sarcasm Corpus V2
12048,And they could have experienced more without gun control. You're jumping to conclusions.,0,Sarcasm Corpus V2
12049,"I am curious about your position. Why have you chosen the nervous system and brain and organs as the cutoff points for the humanmeter? Have you done so arbitrarily? Does this mean that if these are not as you said ""completed and operating (developed)"" then we are not human? If this were true there would be alot of handicapped people who are not human. Christopher Reeve and all the other quadrapalegic and parapalegics like him would be in trouble. What IQ determines a fully developed brain?",0,Sarcasm Corpus V2
12050,"I think you need to answer the same question I asked the other guy, who is God?",0,Sarcasm Corpus V2
12051,"Sure, but then you get into all sorts of problems of classifications, slippery slopes, and other awkward messes. Arguing whether an embryo or a fetus is a person seems to raise more trouble than it might solve. It seems better to err on the side of caution and devise a pro-choice argument that assumes the embryo or fetus to be a person rather than worry whether they are a person.",0,Sarcasm Corpus V2
12052,"Yes. Because evolution requires an old earth, supersport has lumped geology into the evil conspiracy. As our best explanations for the formation of the earth appeal to cosmology, that field as well as astronomy fall within the realm of quack science, according to supersport. In fact, every scientific discipline that has any connection whatsoever to evolution must be corrupt; obviously, chemistry is one of them (we can't make glycogen or DNA without magical, ""atheistic"" polymerization, right?).",0,Sarcasm Corpus V2
12053,"But no one is trying to disprove it.
 
 But, the burden of any proof is on those making a positive claim.
 
 Unless there is a way to test for a designer, intellegent design is not science.",0,Sarcasm Corpus V2
12054,"I believe the question was ""who?""I'm christian and I believe in evolution. Whether it contradicts the Old Testament or not makes no difference to me. Jesus contradicted the Old Testament.The Bible is the inspired word of God, not a dictation to scribes. Men wrote the allegories describing the creation of things.Saying that mankind took a long time to understand certain things is not limiting the power of God. He could have chosen to make early man Einsteinian, but He didn't. He could have chosen for mankind to bypass the flat-earth concept, but He didn't. He could have chosen for all humans to be highly intelligent, but He didn't. What He did was to leave us alone and let us figure things out on our own, including how long it took to get where we are now.",0,Sarcasm Corpus V2
12055,"To you, it may be an incorrect statement. But if it is, you have to tell me what it is you kill and take the life away from when you abort the zygote. Not knowing if it is being killed or not knowing someone wants to kill it makes no difference. Injustice is still practiced there, and not even some abortion doctors realize it.",0,Sarcasm Corpus V2
12056,it has been known for a long time -- it's just been surpressed because it contradicts genetic determinism and neo-darwinsm in general.,0,Sarcasm Corpus V2
12057,"And as far as we know, they are undirected. Evidence to the contrary?",0,Sarcasm Corpus V2
12058,But the law of angular momentum does not require that all parts of a spinning object spin in the same way now does it. If so then something like a rotary engine for an aircraft would not be possible!,0,Sarcasm Corpus V2
12059,"**True, and the confusion was my bad, as explained already. However, the fact of revertant mutation in eusocial bacteria colonies, as demonstrated by Ames and by Cairns, still shoots great big holes in the darwinist assumptions arising out of your old war-horses, Luria & Delbruck '43, and its ""clone"", Lederberg and Lederberg '52.",0,Sarcasm Corpus V2
12060,The OP assumes ID is real. Asking specifics is ridiculous because we do not know how the proof of ID would be revealed or exactly what the intelligent ' force ' or manifestation would be,0,Sarcasm Corpus V2
12061,"But what about the hypothetical?I can't think of a single child on this planet that has never been exposed to the ideas of the supernatural.So, what I was asking is whether faith is nature or nurture.That's why I brought up kids being afraid of the dark, likely no matter what anyone tells them. I think it's this fear of the unknown linked to the ""logical"" brain of a human that possibly creates this need for explanations. But faith involves specifics, so when the specifics are filled in and ""make sense"" to more than one person, these specific ""explanations"" can be passed down.So I don't know how much of faith is nature and how much is nurture.",0,Sarcasm Corpus V2
12062,"So lets say that if, and I know this has nothing to do with the topic of gay marriage, but do the people have a right to amend the constitution to introduce slavery? Does the majority have a right to deny a minority freedom? I already know you answer. You believe in the tyranny of the majority.Why do you want the people to vote to take other people marriages away? I do not understand your reasoning on this. Besides you have never answered my question.Do you have any compassion?",0,Sarcasm Corpus V2
12063,"Thats a very good question. To be honest - I would prefer no legislation period - but I would not get up in arms about a late term restriction like I described because 1) a fetus could very well survive outside of the mom at that point, 2) most reputable doctors won't conduct an abortion at that stage without a legitimate medical reason anyway.",0,Sarcasm Corpus V2
12064,"You are perhaps thinking of the Miller-Urrey experiment. No one expected life to appear. They were merely curious about what would happen if they simulated the conditions of the early Earth.Since then, we've found pretty much the same thing in the interior of stony meteorites, including an excess of L-forms. So, it's confirmed the findings of Miller-Urey. None of this has anything to do with evolution, however.Evolution is the change in allele frequencies over time. This happens in populations; individuals don't evolve. Everything else in evolution is an elaboration of this phenomenon.",0,Sarcasm Corpus V2
12065,And I would agree with you as long as all marriages for all couples were called civil unions and there is no two tiered system.,0,Sarcasm Corpus V2
12066,"That's fair enough, but I just think it's important to at least acknowledge and realize that the unborn baby does have worth and importance, and not just a piece of tissue as it's so often callously viewed.",0,Sarcasm Corpus V2
12067,"Again, they must be alive. Previously, you submitted that there are many problems with society and life or whatever. Could it be that some people might be able to survive those problems? Could it be that those survivors would be the ones to reproduce?",0,Sarcasm Corpus V2
12068,"Well, first, those were Hebrews, not Christians. Secondly, the scripture doesn't say they raped them, it says ""keep them for yourselves."" That could mean rape, however, I'm pretty sure that was not Moses's intention. Also, the Hebrews considered it impure to lie with non-Hebrew women or men, so if there was any sexual immorality going on it was very small. However, that DOESN'T mean it was justified or right.",0,Sarcasm Corpus V2
12069,"That who knows? Your use of ""we"" does not include many religious folk I assume. I would claim to know of much interaction that God has and has had with the world.",0,Sarcasm Corpus V2
12070,"The value of logical reasoning is dependent upon your axioms. Highly religious people are no less capable of reasoning logically than anyone else - but the unshakeable axiom that their personal version of god really exists enters into every equation. For you, one axiom is the existence of Vitality; volition made quantifiable, and the other is that darwinian evolution must be wrong and worthless in every respect.There is no logical reason for you to deride NS the way you do; it's an integral part of any evolutionary theory that seeks to explain the big picture of how the organisms we see around us came to be; the occurrence of mutations, volitional or otherwise is not enough on its own. But your axioms prevent you from incorporating it into EAM and getting on with your life.",0,Sarcasm Corpus V2
12071,"Recent studies apparently show that pot is more harmful than you say. One joint is said to contain more carcinogens than four tobacco cigarettes.I doubt your 20,000 joints theory.You have a simplistic argument going for pot. I can't agree that legalizing all drugs would be a good thing either. Programs in Holland have failed to produce significant if any benefits to society in general. The druggies seem to have benefitted by having arrest-free drug zones and access to whatever they want, but the cost of drugs still requires some income, something that most of them likely do not have other than from crime, begging or social programs.One ""benefit"" I see from legalizing drugs is that the users could be more easily identified.",0,Sarcasm Corpus V2
12072,And this is evidence of creation... how? Please provide an explanation and a reference for how this is evidence of creation. Thank you! :-),0,Sarcasm Corpus V2
12073,"I think it's hipocritical for pro-lifers to call themselves pro-life except for rape. It's either a child or it's not. If it is a child, then no matter what, the child must survive, becuase it has every right to. If the fetus isn't a child, then we can do whatever the hell we wnat with it. But it's a child, since humans only produce children, and not being of other speices, in accordance to the Principle of Biogenesis. Therefore, abortion is wrong in all cases.",0,Sarcasm Corpus V2
12074,"And, are ""birth"" parents obligated to the welfare of a zygote, an embryo, a fetus, do the zygotes, embryos, fetuses own ""birth"" parents?",0,Sarcasm Corpus V2
12075,"I will answer the remainder later as I am pressed for time. Archaeopteryx is not a transitional form. It has well defined feathers. Where is the evidence for transition from scales to feathers that is predicted by evolution. Natural selection in particular but overall evolution. If you read Gould's original work he does not say what he says above and in fact actually contradicts it. It appears like a response that is back peddling at best. As I said, more later.EF",0,Sarcasm Corpus V2
12076,"This is not true. Rather, when there is conflict between one's sanctity of life vs another's quality of life, the sanctity of life must win.",0,Sarcasm Corpus V2
12077,"The Brady Bill does not lower crime:http://jama.ama-assn.org/cgi/content/abstract/284/5/585A little dated, 1997, but also note that both Cook and Ludwig were both anti-gunners.""Brady Law Proponents: Ludwig, Cook, JAMA Among Lott's harshest critics have been anti-self-defense academics Professors Jens Ludwig and Philip J. Cook. In a study funded by the anti-self-defense Joyce Foundation and published in the Journal of the American Medical Association (JAMA) they set out to debunk Lott's findings regarding the Brady law. There was just one problem: they couldn't. ""http://rpc.senate.gov/~rpc/releases/1999/gc083100.htm",0,Sarcasm Corpus V2
12078,Actually the details of HOW embryogenesis proceeds is becoming increasingly understood. And it goes way the heck beyond speculation. Check out how homeobox genes work and how regulation by master switches is understood as just two examples.,0,Sarcasm Corpus V2
12079,Even though I am for gay marriage I do agree. Correlation is not causation.,0,Sarcasm Corpus V2
